work_shift,type,refinery,origin_departure_date,origin_net_weight,destination_arrival_date,destination_net_weight,raw_row_number,missing_weight_flag,weight_difference,weight_difference_sign,duplicate_group_size,duplicate_flag,origin_calendar_year,origin_calendar_month,origin_calendar_day,destination_calendar_year,destination_calendar_month,destination_calendar_day,date_format_flag,date_label_order_flag
Evening shift,C5+,Pars Petrochemical,1399/03/18,22120,1399/03/19,22010,256,FALSE,-110,negative_raw_difference,1,FALSE,1399,3,18,1399,3,19,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,C5+,Pars Petrochemical,1399/03/19,22110,1399/03/19,22070,257,FALSE,-40,negative_raw_difference,1,FALSE,1399,3,19,1399,3,19,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,C5+,Pars Petrochemical,1399/03/19,21450,1399/03/19,21420,258,FALSE,-30,negative_raw_difference,1,FALSE,1399,3,19,1399,3,19,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Night shift,Condensate,South Pars,1399/03/19,20675,1399/03/19,20790,259,FALSE,115,positive_raw_difference,1,FALSE,1399,3,19,1399,3,19,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Day shift,Condensate,South Pars,1399/03/19,22717,1399/03/20,22660,260,FALSE,-57,negative_raw_difference,1,FALSE,1399,3,19,1399,3,20,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Condensate,South Pars,1399/03/19,22696,1399/03/20,22670,261,FALSE,-26,negative_raw_difference,1,FALSE,1399,3,19,1399,3,20,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Condensate,South Pars,1399/03/19,22692,1399/03/20,22690,262,FALSE,-2,negative_raw_difference,1,FALSE,1399,3,19,1399,3,20,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Condensate,South Pars,1399/03/19,22748,1399/03/20,22670,263,FALSE,-78,negative_raw_difference,1,FALSE,1399,3,19,1399,3,20,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Condensate,South Pars,1399/03/19,20574,1399/03/20,20430,264,FALSE,-144,negative_raw_difference,1,FALSE,1399,3,19,1399,3,20,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
Evening shift,Condensate,South Pars,1399/03/20,22665,1399/03/20,22550,265,FALSE,-115,negative_raw_difference,1,FALSE,1399,3,20,1399,3,20,valid_yyyy_mm_dd_components,destination_label_after_or_equal_origin
