project_id,project_name,ownership_path_records,distinct_parent_entity_ids,distinct_immediate_owner_entity_ids,missing_ownership_share_records,missing_or_placeholder_capacity_records,distinct_reported_capacity_values,statuses_as_reported,project_id_is_unique,workbook_exact_duplicate_groups,workbook_exact_duplicate_rows_beyond_first
P7300,Ohanet-Gassi Touil LPG Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7301,Hassi Massaoud-Hassi R'Mel LPG Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7302,Arzew-Sidi Bel Abbès LPG Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P7303,Arzew-Sidi Bel Abbès LPG Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P7304,Sidi Arcine-Blida LPG Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P7305,Sidi Arcine-Blida LPG Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P7306,Skikda-El Khroub LPG Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P7307,Skikda-El Khroub LPG Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P7308,Skikda-El Khroub LPG Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P7309,Skikda-Berrahal LPG Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P7310,Skikda-Berrahal LPG Pipelines,2,2,1,0,2,0,operating,FALSE,31,31
P7314,Sidi Bel Abbès-Tlemcen LPG Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P7357,Rhoud El Baguel- Hassi Massaoud NGL Pipeline,2,2,1,0,2,0,construction,FALSE,31,31
P7394,Zydeco Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
