project_id,project_name,ownership_path_records,distinct_parent_entity_ids,distinct_immediate_owner_entity_ids,missing_ownership_share_records,missing_or_placeholder_capacity_records,distinct_reported_capacity_values,statuses_as_reported,project_id_is_unique,workbook_exact_duplicate_groups,workbook_exact_duplicate_rows_beyond_first
P1970,Abu Ali-Berri junction Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P1971,UA-1 km 78-Abqaiq Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P1972,Abqaiq Plants-Qatif Junction Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1973,Abqaiq Plants-Qatif Junction Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1974,Abqaiq Plants-Qatif Junction Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1975,Abqaiq Plants-Qatif Junction Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1976,Abqaiq Plants-Qatif Junction Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1978,Berri junction-Ras Tanura Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P1979,Km 50-Qatif junction Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P1983,UA-1 km 49-Abqaiq Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P1984,Aindar-Abqaiq Plants Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1985,Aindar-Abqaiq Plants Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1986,Aindar-Abqaiq Plants Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1987,Qatif Junction-Juaymah terminal Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1988,Qatif Junction-Juaymah terminal Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1989,Qatif Junction-Juaymah terminal Oil Pipelines,3,3,1,0,3,0,operating,FALSE,31,31
P1991,Enbridge Line 3 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2017,East-West Crude Oil Pipeline,3,3,1,0,0,1,shelved,FALSE,31,31
P2045,Kuyumba-Taishet Oil Pipeline,3,3,1,0,0,1,cancelled,FALSE,31,31
P2080,Kamenny Log-Perm Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2092,Frontier NGL Pipeline,3,3,1,0,3,0,proposed,FALSE,31,31
P2094,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2096,Enbridge Line 8 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2100,Northern Gateway Oil Pipeline Project,3,3,1,0,0,1,cancelled,FALSE,31,31
P2103,AOC Hangingstone Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2105,Peace Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2106,Peace Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P2107,Peace Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2108,Peace Pipeline,3,3,1,0,0,1,construction,FALSE,31,31
P2109,Peace Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P2112,Southern Lights Pipeline,3,3,1,0,0,1,cancelled,FALSE,31,31
P2193,Litvinov-Spergau Oil Pipeline,3,3,1,0,0,1,shelved,FALSE,31,31
P2262,Northern Peruvian Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2269,Pomeranian Crude Oil Pipeline,3,3,2,0,0,1,proposed,FALSE,31,31
P2279,Alexandrovskoe-Anzhero-Sudzhensk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2280,"Almetyevsk-Aznakaevo I, II Oil Pipeline",3,3,1,0,3,0,operating,FALSE,31,31
P2281,Almetyevsk-Kuibyshev Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2284,Bavly-Kuibyshev Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P2294,Chekmagush-Aznakaevo Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P2295,Chernushka-Kaltasy Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2314,Igolsko-Talovoe-Parabel Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2316,Kaltasy-Samara Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2317,Kaltasy-Ufa 2 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2318,Kaltasy-Yazykovo-Salavat Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2319,Karabash-Almetyevsk-Kaleykino Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2323,Khadyzhensk-Krasnodar Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2324,Kholmogory-Klin Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2325,Kholmogory-Western Surgut Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2328,Krasnoleninsk-Shaim-Konda Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2329,Krasnoyarsk-Irkutsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2330,Krymsk-Krasnodar Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2331,Kuibyshev-Lysychansk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2333,Kuleshovka-Kuibyshev Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2338,Malgobek-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2344,Kiengop-Naberezhnye Chelny Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2345,Mukhanovo-Kuibyshev Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P2347,Naberezhnye Chelny-Almetyevsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2349,Nizhnevartovsk-Kurgan-Kuibyshev Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2359,Novovelichkovskaya-Krasnodar Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2360,Oil Pumping Station Sutorminskaya-Oil Pumping Station Kholmogory Oil Pipeline,3,3,1,0,0,1,mothballed,FALSE,31,31
P2361,Omsk-Irkutsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2363,Omsk-Pavlodar Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2367,Baltic Pipeline System 1,3,3,1,0,0,1,operating,FALSE,31,31
P2368,Perm-Almetyevsk Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P2369,Perm-Osa Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2374,Pokrovka-Krotovka Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2382,Salavat-Orsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2384,Saratov-Kuzmichi Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2386,Shaim-Tyumen Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2389,Shkapovo-Salavat Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2427,Subhankulovo-Shkapovo Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2428,Surgut-Gorky-Polotsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2434,Tuymazy-Omsk-Novosibirsk 2 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2436,Tuymazy-Ufa Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2443,Uryevskaya-South Balyk Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P2444,Usa-Ukhta Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2445,Ust-Balyk-Kurgan-Ufa-Almetyevsk Oil Pipeline,3,3,1,3,0,1,operating,FALSE,31,31
P2446,Ust-Balyk-Omsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2448,Vatiegan-April Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2460,Zhirnovsk-Volgograd Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2478,Sudan–Ethiopia Oil Pipeline,3,3,2,3,3,0,shelved,FALSE,31,31
P2532,Enbridge Line 20 Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P2543,Heidelberg Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2554,Enbridge Line 78 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2571,North Dakota Pipeline System,3,3,1,0,0,1,operating,FALSE,31,31
P2583,Platte Crude Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2584,Enbridge Line 5 Oil Pipeline,3,3,1,0,3,0,proposed,FALSE,31,31
P2589,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2590,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2591,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2592,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2618,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2620,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2655,Stampede Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P2671,Express Oil Pipeline System,3,3,1,0,0,1,operating,FALSE,31,31
P2731,Peace Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P2740,Enbridge Line 66 Oil Pipeline,3,3,1,0,3,0,cancelled,FALSE,31,31
P3113,Cochabamba-Arica Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3114,Santa Cruz-Cochabamba Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3115,Carrasco-Cochabamba Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3116,Víbora-Sirari-Yapacaní-Humberto Suárez Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3117,Carrasco-Caranda Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3118,Camiri-Santa Cruz Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3119,Camiri-Yacuiba Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3120,Camiri-Villamontes Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3168,Vito Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3180,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3181,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3182,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3679,Sabo-Dagi Oil Pipeline,3,3,1,1,0,1,operating,FALSE,31,31
P3689,Badr El Din-El Hamra Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3691,El Hamra-Shamandoura Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3693,El Hamra-Sidi Krir-Alexandria Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3701,Abu Sennan-El Hamra Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P3703,Kaleykino–Nizhnekamsk Refinery Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P3704,Kharyaga–Indiga Oil Pipeline,3,3,1,0,0,1,cancelled,FALSE,31,31
P3795,Huangdao–Weifang Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3871,Enbridge Line 93 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P3892,Norealis Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5106,Enbridge Line 5 Oil Pipeline,3,3,1,0,3,0,proposed,FALSE,31,31
P5124,Ukhta-Yaroslavl Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5127,Tikhoretsk-Tuapse 1 Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5135,Marjan Oil Pipeline,3,3,1,0,0,1,construction,FALSE,31,31
P5159,Kursaniyah-Ras Tanura Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P5160,Tikhoretsk-Novorossiysk Oil Pipeline,3,3,1,0,0,1,retired,FALSE,31,31
P5161,Tikhoretsk-Novorossiysk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5162,Tikhoretsk-Novorossiysk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5172,Tuymazy-Ufa Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P5173,Tuymazy-Ufa Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5174,Skovorodino-Mohe Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5195,Shaybah-Abqaiq Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5196,Shaybah-Abqaiq NGL Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5208,Yaroslavl-Moscow Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5209,Anzhero-Sudzhensk-Krasnoyarsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5211,Kuibyshev-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5212,Kuibyshev-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5213,Kuibyshev-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,construction,FALSE,31,31
P5214,Tobruk NGL Pipeline,3,3,2,1,3,0,construction,FALSE,31,31
P5216,Almetyevsk-Gorky Oil Pipeline,3,3,1,3,0,1,operating,FALSE,31,31
P5217,Almetyevsk-Gorky Oil Pipeline,3,3,1,3,0,1,operating,FALSE,31,31
P5233,Lysychansk-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5236,Lysychansk-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5262,Enbridge Line 32 Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P5332,Baltic Pipeline System 1,3,3,1,0,0,1,operating,FALSE,31,31
P5333,Baltic Pipeline System 1,3,3,1,0,0,1,retired,FALSE,31,31
P5341,OSO Oil PIpeline,3,3,1,0,0,1,operating,FALSE,31,31
P5384,Ayacucho-Coveñas Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5385,Coveñas-Cartagena Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5386,"Galán-Ayacucho 18"" Oil Pipeline",3,3,1,0,0,1,operating,FALSE,31,31
P5387,"Galán-Ayacucho 14"" Oil Pipeline",3,3,1,0,0,1,operating,FALSE,31,31
P5388,Vasconia-CIB Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5389,"Ayacucho-Galán 8"" Oil Pipeline",3,3,1,0,0,1,operating,FALSE,31,31
P5390,Mansoya-Orito Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5391,Araguaney-Monterrey Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5392,Santiago-Porvenir Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5393,Apiay-Monterrey Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5394,Yaguará-Tenay Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5395,Flanagan South Oil Pipeline,3,3,1,0,0,1,proposed,FALSE,31,31
P5421,Ocelote-Palmeras Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5423,Northern Peruvian Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5424,Northern Peruvian Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5425,Víbora-Sirari-Yapacaní-Humberto Suárez Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5426,Caranda-Santa Cruz Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5427,Surubí-Carrasco Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5428,Cerrillos-Chorety Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5429,Tigüipa-Salinas Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5446,Vaca Muerta Norte Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5448,Puesto Hernández-Luján de Cuyo Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5449,Puerto Rosales-La Plata Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5450,La Plata-Dock Sud Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5452,Loma La Lata-Centenario Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5454,Los Perales-Las Mesetas-Caleta Olivia Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5455,Estancia La Maggie-Punta Loyola Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P5456,Boleadoras-Punta Loyola Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5457,María Inés-Punta Loyola Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P5458,El Cóndor-Punta Loyola Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P6104,Krymsk-Krasnodar Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P6162,Almetyevsk-Gorky Oil Pipeline,3,3,1,3,0,1,operating,FALSE,31,31
P6163,Gorky-Ryazan Oil Pipeline,3,3,1,3,0,1,operating,FALSE,31,31
P6164,Lysychansk-Tikhoretsk Oil Pipeline,3,3,1,0,0,1,proposed,FALSE,31,31
P6165,Tikhoretsk-Novorossiysk Oil Pipeline,3,3,1,0,0,1,construction,FALSE,31,31
P6185,Huangdao–Weifang Oil Pipeline,3,3,1,0,3,0,proposed,FALSE,31,31
P6186,"Galán-Sebastopol 16"" Pipeline",3,3,1,0,0,1,operating,FALSE,31,31
P6187,"Galán-Sebastopol 12"" Pipeline",3,3,1,0,0,1,operating,FALSE,31,31
P6188,Galán-Mansilla LPG Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P6189,Galán-Mansilla LPG Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P6190,Galán-Mansilla LPG Pipeline,3,3,1,0,0,1,idle,FALSE,31,31
P6191,Sebastopol-Tocancipá Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P6192,Sutamarchán-Apiay Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P6193,Sebastopol-Tocancipá Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P6271,Puerto Salgar-Yumbo Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P6272,Galán-Bucaramanga Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P6280,Puerto Salgar-Yumbo Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P6369,Umm Bab-Mile 32 oil pipeline,3,2,2,0,3,0,operating,FALSE,31,31
P6370,Umm Bab-Mile 32 oil pipeline,3,2,2,0,3,0,operating,FALSE,31,31
P6380,Mile 32-Mesaieed Oil Pipelines,3,2,2,0,3,0,operating,FALSE,31,31
P6381,Mile 32-Mesaieed Oil Pipelines,3,2,2,0,3,0,operating,FALSE,31,31
P6559,Mina Abdullah Oil Pipeline,3,3,2,2,0,1,operating,FALSE,31,31
P6560,Mina Abdullah Oil Pipeline,3,3,2,2,3,0,operating,FALSE,31,31
P7151,Mina Abdullah Oil Pipeline,3,3,2,2,3,0,construction,FALSE,31,31
P7153,Mina Abdullah Oil Pipeline,3,3,2,2,3,0,operating,FALSE,31,31
P7189,Tikhoretsk-Novorossiysk Oil Pipeline,3,3,1,0,0,1,construction,FALSE,31,31
P7192,Upper Zakum-Zirku Island Oil Pipeline,3,3,2,1,3,0,operating,FALSE,31,31
P7200,Sukhodolnaya-Rodionovskaya Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P7213,Almetyevsk-Kuibyshev Oil Pipeline,3,3,1,0,0,1,operating,FALSE,31,31
P7241,Zhirnovsk-Volgograd Oil Pipeline,3,3,1,0,0,1,proposed,FALSE,31,31
P7243,Sukhodolnaya-Rodionovskaya Oil Pipeline,3,3,1,0,0,1,proposed,FALSE,31,31
P7247,Perm-Osa Oil Pipeline,3,3,1,0,0,1,proposed,FALSE,31,31
P7269,Tobruk NGL Pipeline,3,3,2,1,3,0,construction,FALSE,31,31
P7316,Minya-Asyut Oil Pipeline,3,3,1,0,3,0,construction,FALSE,31,31
P7318,Musturad-Banha Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P7319,Musturad-Banha Oil Pipeline,3,3,1,0,3,0,construction,FALSE,31,31
P7320,Beni Suef -Minya Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P7329,"Northern Geisum ""GNN-11"" Oil Pipeline",3,3,1,0,0,1,operating,FALSE,31,31
P7330,Badr-Musturad Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P7331,Agroud-Ain Sokhna Oil Pipeline,3,3,1,0,3,0,construction,FALSE,31,31
P7332,Suez-Musturad Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P7333,Asyut-Suhag LPG Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P7338,Dekhela-Wadi AlQamar LPG Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P7339,Abu Rudis-Wadi Feran LPG Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P7341,Shouqir- Asyut Oil Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P7363,Ras Gharb- Asyut LPG Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P7364,Ras Bakr-Ras Gharb-Asyut LPG Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P7365,Damietta Port-Tanta LPG Pipeline,3,3,1,0,3,0,operating,FALSE,31,31
P0032,Trans Mountain Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0033,Trans Mountain Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0037,Auger Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0058,Dakota Express Oil Pipeline,2,2,1,0,0,1,cancelled,FALSE,31,31
P0089,Zydeco Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0106,Delta Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0130,South Texas Crude Oil Pipeline (Koch),2,2,1,0,2,0,operating,FALSE,31,31
P0138,Westward Ho Oil Pipeline,2,2,1,0,0,1,cancelled,FALSE,31,31
P0140,Wood River Oil Pipeline,2,2,1,0,0,1,retired,FALSE,31,31
P0341,Knight Warrior Pipeline,2,2,1,1,0,1,cancelled,FALSE,31,31
P0346,Cook Inlet Pipeline System,2,2,1,2,0,1,operating,FALSE,31,31
P0347,Cimarron Express Pipeline,2,2,1,1,0,1,cancelled,FALSE,31,31
P0406,Cantarell Field Oil Pipeline Network,2,2,1,0,0,1,operating,FALSE,31,31
P0414,Ku-Maloob-Zaap Oil Pipeline Network,2,2,1,0,0,1,operating,FALSE,31,31
P0421,Nuevo Teapa-Tula Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0524,Haoudh El Hamra-Arzew Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0525,Haoudh El Hamra-Skikda Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0533,Niger Chad Oil Pipeline,2,2,2,2,0,1,proposed,FALSE,31,31
P0539,Tazama Oil Pipeline,2,2,2,0,0,1,operating,FALSE,31,31
P0547,Kirkuk-Ceyhan Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0549,Trans-Israel Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0553,Bab-Habshan–Fujairah Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0555,Masila-Ash Shihr Oil Pipeline,2,2,1,1,0,1,operating,FALSE,31,31
P0556,Shabwah-Bir Ali Pipeline,2,2,1,1,0,1,operating,FALSE,31,31
P0557,Beni Mansour-Algiers Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0558,El Borma-Mesdar Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0559,Haoudh El Hamra-Bejaia Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0560,Hassi Berkine-Haoudh el Hamra Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0561,In Amenas-Haoudh el Hamra Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0562,Mesdar-Haoudh el Hamra Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0564,Essungo-Quinfuquena Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P0566,Lombo-Essungo Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P0574,Neka Jask Pipeline,2,2,1,0,0,1,cancelled,FALSE,31,31
P0593,Hamada al Hamra-Zawiya Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0596,Majid-Nafoora Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0597,Messla-Amal Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0598,Nafoora-Amal Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0599,Nasser-Brega Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0600,Raguba-Brega Feeder Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0604,Sarir-Tobruk Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0614,Brass Creek-Forcados Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0621,Nkpoku-Bomu Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P0625,Rapele-Forcados Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P0626,Rumuekpe-Bonny Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P0627,Rumuekpe-Nkpoku Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P0629,Oman Main Line–Ras Markaz Oil Pipeline,2,2,1,0,0,1,proposed,FALSE,31,31
P0630,Oman Main Oil Line,2,2,1,0,0,1,operating,FALSE,31,31
P0631,South Oman Oil Line,2,2,1,0,2,0,operating,FALSE,31,31
P0632,Bul Hanine-Halul Island Oil pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P0639,Bab-Habshan–Jebel Dhanna Oil Pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P0640,Umm Shaif-Das Island oil pipeline,2,2,1,0,2,0,operating,FALSE,31,31
P0641,Upper Zakum-Das Island Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0650,Trans-Caspian Oil Pipeline,2,2,2,2,0,1,proposed,FALSE,31,31
P0669,Forties Oil Pipeline System,2,2,1,2,0,1,operating,FALSE,31,31
P0799,Ceyhan-Kırıkkale Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0840,Bay of Bengal-Chittagong Oil Pipeline,2,2,1,0,2,0,construction,FALSE,31,31
P0841,Bay of Bengal-Chittagong Oil Pipeline 2,2,2,1,0,2,0,construction,FALSE,31,31
P0885,Champion-Seria Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0973,Lawe-Lawe Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
P0987,Tempino to Plaju Crude Oil Pipeline (TPCOP),2,2,1,0,0,1,operating,FALSE,31,31
P1094,Sapugaskanda Oil Pipeline,2,2,1,0,0,1,operating,FALSE,31,31
