"country_name","product","flow","year","value","number_of_records"
"Australia","Crude oil","Consumption Pattern",2021,1301.929,1
"Australia","Crude oil","Consumption Pattern",2021,1354.909,1
"Australia","Crude oil","Industrial Production",2021,16725.052,1
"Australia","Crude oil","Industrial Production",2021,18029.678,1
"Australia","Gasoline and diesel","Net Deliveries",2021,25935.536,1
"Australia","Gasoline and diesel","Net Deliveries",2021,26337.065,1
"Australia","Liquified Petroleum Gas","Net Deliveries",2021,810,1
"Australia","Liquified Petroleum Gas","Net Deliveries",2021,836,1
"Australia","Middle distillates","Consumption Pattern",2021,1936.134,1
"Australia","Middle distillates","Consumption Pattern",2021,1981.457,1
"Australia","Other oil products","Net Deliveries",2021,1774.44,1
"Australia","Other oil products","Net Deliveries",2021,1851.196,1
"Australia","Residual fuel oil","Consumption Pattern",2021,98.618,1
"Australia","Residual fuel oil","Consumption Pattern",2021,135.096,1
"Australia","Residual fuel oil","Net Deliveries",2021,195.404,1
"Australia","Residual fuel oil","Net Deliveries",2021,219.085,1
"Australia","Total gas oil production","Consumption Pattern",2021,783.598,1
"Australia","Total gas oil production","Consumption Pattern",2021,842.388,1
"Australia","Total gas oil production","Net Deliveries",2021,11540.348,1
"Australia","Total gas oil production","Net Deliveries",2021,11898.631,1
"Australia","Total kerosene production","Net Deliveries",2021,2928.885,1
"Australia","Total kerosene production","Net Deliveries",2021,4950.512,1
"Australia","Total oil production","Consumption Pattern",2021,4971.319,1
"Australia","Total oil production","Consumption Pattern",2021,4973.127,1
"Australia","Total oil products production","Consumption Pattern",2021,3618.218,1
"Australia","Total oil products production","Consumption Pattern",2021,3669.39,1
"Australia","Total oil products production","Net Deliveries",2021,43287.369,1
"Australia","Total oil products production","Net Deliveries",2021,45989.733,1
"Austria","Crude oil","Consumption Pattern",2021,1090.5,1
"Austria","Crude oil","Consumption Pattern",2021,1157.987,1
"Austria","Crude oil","Industrial Production",2021,515.782,1
"Austria","Crude oil","Industrial Production",2021,561.852,1
"Austria","Gasoline and diesel","Net Deliveries",2021,7017.216,1
"Austria","Gasoline and diesel","Net Deliveries",2021,7447.889,1
"Austria","Liquified Petroleum Gas","Net Deliveries",2021,81.893,1
"Austria","Liquified Petroleum Gas","Net Deliveries",2021,85.57,1
"Austria","Middle distillates","Consumption Pattern",2021,1084.896,1
"Austria","Middle distillates","Consumption Pattern",2021,1186.67,1
"Austria","Naphtha","Net Deliveries",2021,832.786,1
"Austria","Naphtha","Net Deliveries",2021,1081.534,1
"Austria","Other oil products","Net Deliveries",2021,506.077,1
"Austria","Other oil products","Net Deliveries",2021,589.49,1
"Austria","Residual fuel oil","Consumption Pattern",2021,99.854,1
"Austria","Residual fuel oil","Consumption Pattern",2021,140.234,1
"Austria","Residual fuel oil","Net Deliveries",2021,54.118,1
"Austria","Residual fuel oil","Net Deliveries",2021,65.507,1
"Austria","Total gas oil production","Consumption Pattern",2021,288.886,1
"Austria","Total gas oil production","Consumption Pattern",2021,349.824,1
"Austria","Total gas oil production","Net Deliveries",2021,1442.387,1
"Austria","Total gas oil production","Net Deliveries",2021,1501.374,1
"Austria","Total kerosene production","Net Deliveries",2021,404.516,1
"Austria","Total kerosene production","Net Deliveries",2021,610.129,1
"Austria","Total oil production","Consumption Pattern",2021,2771.875,1
"Austria","Total oil production","Consumption Pattern",2021,2828.824,1
"Austria","Total oil products production","Consumption Pattern",2021,1670.837,1
"Austria","Total oil products production","Consumption Pattern",2021,1681.375,1
"Austria","Total oil products production","Net Deliveries",2021,10607.27,1
"Austria","Total oil products production","Net Deliveries",2021,11113.216,1
"Belgium","Crude oil","Consumption Pattern",2021,881.2,1
"Belgium","Crude oil","Consumption Pattern",2021,950.8,1
"Belgium","Gasoline and diesel","Net Deliveries",2021,8976,1
"Belgium","Gasoline and diesel","Net Deliveries",2021,9352,1
"Belgium","Liquified Petroleum Gas","Net Deliveries",2021,2211.3,1
"Belgium","Liquified Petroleum Gas","Net Deliveries",2021,2378.1,1
"Belgium","Middle distillates","Consumption Pattern",2021,3136.7,1
"Belgium","Middle distillates","Consumption Pattern",2021,3218.4,1
"Belgium","Naphtha","Net Deliveries",2021,3992.5,1
"Belgium","Naphtha","Net Deliveries",2021,4938.3,1
"Belgium","Other oil products","Net Deliveries",2021,208.7,1
"Belgium","Other oil products","Net Deliveries",2021,692.1,1
"Belgium","Residual fuel oil","Consumption Pattern",2021,503.9,1
"Belgium","Residual fuel oil","Consumption Pattern",2021,555.1,1
"Belgium","Residual fuel oil","Net Deliveries",2021,30.5,1
"Belgium","Residual fuel oil","Net Deliveries",2021,48,1
"Belgium","Total gas oil production","Consumption Pattern",2021,487.6,1
"Belgium","Total gas oil production","Consumption Pattern",2021,504.7,1
"Belgium","Total gas oil production","Net Deliveries",2021,1997.2,1
"Belgium","Total gas oil production","Net Deliveries",2021,2138.9,1
"Belgium","Total kerosene production","Net Deliveries",2021,1489.4,1
"Belgium","Total kerosene production","Net Deliveries",2021,1710.1,1
"Belgium","Total oil production","Consumption Pattern",2021,5782.5,1
"Belgium","Total oil production","Consumption Pattern",2021,6011.1,1
"Belgium","Total oil products production","Consumption Pattern",2021,4831.7,1
"Belgium","Total oil products production","Consumption Pattern",2021,5129.9,1
"Belgium","Total oil products production","Net Deliveries",2021,19434.8,1
"Belgium","Total oil products production","Net Deliveries",2021,20728.3,1
"Canada","Crude oil","Consumption Pattern",2021,10266.605,1
"Canada","Crude oil","Consumption Pattern",2021,10494.175,1
"Canada","Crude oil","Industrial Production",2021,266630.18,1
"Canada","Crude oil","Industrial Production",2021,274365.886,1
"Canada","Gasoline and diesel","Net Deliveries",2021,27628.413,1
"Canada","Gasoline and diesel","Net Deliveries",2021,28738.092,1
"Canada","Liquified Petroleum Gas","Net Deliveries",2021,6518.472,1
"Canada","Liquified Petroleum Gas","Net Deliveries",2021,7217.096,1
"Canada","Middle distillates","Consumption Pattern",2021,2457.379,1
"Canada","Middle distillates","Consumption Pattern",2021,2497.532,1
"Canada","Naphtha","Net Deliveries",2021,688.231,1
"Canada","Naphtha","Net Deliveries",2021,863.561,1
"Canada","Other oil products","Net Deliveries",2021,19803.959,1
"Canada","Other oil products","Net Deliveries",2021,20420.618,1
"Canada","Residual fuel oil","Consumption Pattern",2021,301.166,1
"Canada","Residual fuel oil","Consumption Pattern",2021,353.408,1
"Canada","Residual fuel oil","Net Deliveries",2021,2459.029,1
"Canada","Residual fuel oil","Net Deliveries",2021,2804.956,1
"Canada","Total gas oil production","Consumption Pattern",2021,1789.443,1
"Canada","Total gas oil production","Consumption Pattern",2021,1867.25,1
"Canada","Total gas oil production","Net Deliveries",2021,30268.63,1
"Canada","Total gas oil production","Net Deliveries",2021,31044.769,1
"Canada","Total kerosene production","Net Deliveries",2021,3993.818,1
"Canada","Total kerosene production","Net Deliveries",2021,6209.252,1
"Canada","Total oil production","Consumption Pattern",2021,16600.13,1
"Canada","Total oil production","Consumption Pattern",2021,16735.657,1
"Canada","Total oil products production","Consumption Pattern",2021,6241.482,1
"Canada","Total oil products production","Consumption Pattern",2021,6333.525,1
"Canada","Total oil products production","Net Deliveries",2021,91977.211,1
"Canada","Total oil products production","Net Deliveries",2021,96681.685,1
"Chile","Crude oil","Consumption Pattern",2021,397.067,1
"Chile","Crude oil","Consumption Pattern",2021,447.852,1
"Chile","Crude oil","Industrial Production",2021,340.997,1
"Chile","Crude oil","Industrial Production",2021,378.02,1
"Chile","Gasoline and diesel","Net Deliveries",2021,9178.457,1
"Chile","Gasoline and diesel","Net Deliveries",2021,9459.054,1
"Chile","Liquified Petroleum Gas","Net Deliveries",2021,1373.065,1
"Chile","Liquified Petroleum Gas","Net Deliveries",2021,1382.13,1
"Chile","Middle distillates","Consumption Pattern",2021,299.552,1
"Chile","Middle distillates","Consumption Pattern",2021,404.645,1
"Chile","Naphtha","Net Deliveries",2021,43.371,1
"Chile","Naphtha","Net Deliveries",2021,58.649,1
"Chile","Other oil products","Net Deliveries",2021,585.197,1
"Chile","Other oil products","Net Deliveries",2021,801.325,1
"Chile","Residual fuel oil","Consumption Pattern",2021,61.409,1
"Chile","Residual fuel oil","Consumption Pattern",2021,118.115,1
"Chile","Residual fuel oil","Net Deliveries",2021,378.812,1
"Chile","Residual fuel oil","Net Deliveries",2021,571.322,1
"Chile","Total gas oil production","Consumption Pattern",2021,166.29,1
"Chile","Total gas oil production","Consumption Pattern",2021,171.943,1
"Chile","Total gas oil production","Net Deliveries",2021,3737.065,1
"Chile","Total gas oil production","Net Deliveries",2021,4088.833,1
"Chile","Total kerosene production","Net Deliveries",2021,824.11,1
"Chile","Total kerosene production","Net Deliveries",2021,900.131,1
"Chile","Total oil production","Consumption Pattern",2021,1337.793,1
"Chile","Total oil production","Consumption Pattern",2021,1379.215,1
"Chile","Total oil products production","Consumption Pattern",2021,931.363,1
"Chile","Total oil products production","Consumption Pattern",2021,940.726,1
"Chile","Total oil products production","Net Deliveries",2021,16321.652,1
"Chile","Total oil products production","Net Deliveries",2021,17059.869,1
"Czech Republic","Crude oil","Consumption Pattern",2021,1209,1
"Czech Republic","Crude oil","Consumption Pattern",2021,1244,1
"Czech Republic","Crude oil","Industrial Production",2021,78,1
"Czech Republic","Crude oil","Industrial Production",2021,87,1
"Czech Republic","Gasoline and diesel","Net Deliveries",2021,5137,1
"Czech Republic","Gasoline and diesel","Net Deliveries",2021,5181,1
"Czech Republic","Liquified Petroleum Gas","Net Deliveries",2021,422,1
"Czech Republic","Liquified Petroleum Gas","Net Deliveries",2021,432,1
"Czech Republic","Middle distillates","Consumption Pattern",2021,981,1
"Czech Republic","Middle distillates","Consumption Pattern",2021,995,1
"Czech Republic","Naphtha","Net Deliveries",2021,1002,1
"Czech Republic","Naphtha","Net Deliveries",2021,1026,1
"Czech Republic","Other oil products","Net Deliveries",2021,1231,1
"Czech Republic","Other oil products","Net Deliveries",2021,1330,1
"Czech Republic","Residual fuel oil","Consumption Pattern",2021,29,1
"Czech Republic","Residual fuel oil","Consumption Pattern",2021,35,1
"Czech Republic","Residual fuel oil","Net Deliveries",2021,58,1
"Czech Republic","Residual fuel oil","Net Deliveries",2021,64,1
"Czech Republic","Total gas oil production","Consumption Pattern",2021,402,1
