parent_gem_entity_id,parent,immediate_project_owner_gem_entity_id,immediate_project_owner,ownership_path_records
E100001015850,Plains GP Holdings LP,E100001015850,Plains GP Holdings LP,7
E100001015852,Tortoise Capital Advisors LLC,E100001015850,Plains GP Holdings LP,7
E100001016390,HSBC Bank Australia Ltd,E100001015045,Santos Ltd,7
E100002004378,State Street Global Advisors Inc,E100001015045,Santos Ltd,7
E100002004466,Akvila LLC,E100000000865,SIBUR Holding PJSC,7
E100002004467,SG-Invest JSC,E100000000865,SIBUR Holding PJSC,7
E100002004468,Gazprom Gazoraspredelenie JSC,E100000000865,SIBUR Holding PJSC,7
E100002004469,Aktsept LLC,E100000000865,SIBUR Holding PJSC,7
E100002015130,JP Morgan Holdings Australia Pty Ltd,E100001015045,Santos Ltd,7
E100002015131,JP Morgan International Finance Ltd,E100001015045,Santos Ltd,7
E100002015132,JP Morgan International Inc,E100001015045,Santos Ltd,7
E100002019433,EIP EP LLC,E100001015850,Plains GP Holdings LP,7
E100002021813,HSBC holdings plc,E100001015045,Santos Ltd,7
E100002022201,Tortoise Borrower LLC,E100001015850,Plains GP Holdings LP,7
E100000000112,Enbridge Inc,E100001015385,Seaway Crude Pipeline Company LLC,6
E100000000135,Suncor Energy Inc,E100000000135,Suncor Energy Inc,6
E100000000524,Oil and Natural Gas Corporation Ltd,E100000001918,Indian Oil Corporation Ltd,6
E100000000610,Eni SpA,E100001014209,Karachaganak Petroleum Operating BV,6
E100000000669,National Company KazMunayGas JSC,E100001014209,Karachaganak Petroleum Operating BV,6
E100000000671,Samruk-Kazyna SWF JSC,E100001014209,Karachaganak Petroleum Operating BV,6
E100000000746,Shell PLC,E100001014209,Karachaganak Petroleum Operating BV,6
E100000000758,NNPC Ltd,E100000000758,NNPC Ltd,6
E100000000766,Equinor ASA,E100001014692,Equinor Energy AS,6
E100000000781,OQ SAOC,E100000000781,OQ SAOC,6
E100000000869,LUKOIL PJSC,E100000000869,LUKOIL PJSC,6
E100000000869,LUKOIL PJSC,E100001014209,Karachaganak Petroleum Operating BV,6
E100000001155,Berkshire Hathaway Inc,E100000001270,Occidental Petroleum Corp,6
E100000001155,Berkshire Hathaway Inc,E100001014209,Karachaganak Petroleum Operating BV,6
E100000001158,Blackstone Inc,E100001015820,Tallgrass Pony Express Pipeline LLC,6
E100000001179,Chevron Corp,E100001014209,Karachaganak Petroleum Operating BV,6
E100000001270,Occidental Petroleum Corp,E100000001270,Occidental Petroleum Corp,6
E100000001918,Indian Oil Corporation Ltd,E100000001918,Indian Oil Corporation Ltd,6
E100000123261,natural person(s),E100001014203,Athabasca Indigenous Investments LP,6
E100000123261,natural person(s),E100001015385,Seaway Crude Pipeline Company LLC,6
E100000132388,unknown,E100001015820,Tallgrass Pony Express Pipeline LLC,6
E100000139852,JPMorgan Chase Bank,E100001015045,Santos Ltd,6
E100000153028,Oil India Ltd,E100000001918,Indian Oil Corporation Ltd,6
E100000181249,Citibank National Association,E100001015045,Santos Ltd,6
E100001000197,Government of Kazakhstan,E100001014209,Karachaganak Petroleum Operating BV,6
E100001000296,Government of Nigeria,E100000000758,NNPC Ltd,6
E100001000345,Ministry of Finance Incorporated (Nigeria),E100000000758,NNPC Ltd,6
E100001000348,BlackRock Inc,E100001014209,Karachaganak Petroleum Operating BV,6
E100001000348,BlackRock Inc,E100001015045,Santos Ltd,6
E100001000348,BlackRock Inc,E100001015820,Tallgrass Pony Express Pipeline LLC,6
E100001000348,BlackRock Inc,E100002004313,Grand Prix Pipeline LLC,6
E100001000397,Government of India,E100000001918,Indian Oil Corporation Ltd,6
E100001000520,Life Insurance Corporation of India Ltd,E100000001918,Indian Oil Corporation Ltd,6
E100001010042,Ministry of Finance (Kazakhstan),E100001014209,Karachaganak Petroleum Operating BV,6
E100001010595,The Vanguard Group Inc,E100000001270,Occidental Petroleum Corp,6
E100001010595,The Vanguard Group Inc,E100001014209,Karachaganak Petroleum Operating BV,6
E100001010595,The Vanguard Group Inc,E100001014604,Magellan Midstream Partners LP,6
E100001010595,The Vanguard Group Inc,E100001015820,Tallgrass Pony Express Pipeline LLC,6
E100001010595,The Vanguard Group Inc,E100002004313,Grand Prix Pipeline LLC,6
E100001010596,State Street Corp,E100001014209,Karachaganak Petroleum Operating BV,6
E100001010596,State Street Corp,E100001015045,Santos Ltd,6
E100001010596,State Street Corp,E100002004313,Grand Prix Pipeline LLC,6
E100001013560,Cassa Depositi e Prestiti SpA,E100001014209,Karachaganak Petroleum Operating BV,6
E100001014203,Athabasca Indigenous Investments LP,E100001014203,Athabasca Indigenous Investments LP,6
E100001014282,Enterprise Products Partners LP,E100001015385,Seaway Crude Pipeline Company LLC,6
E100001014312,Royal Bank of Canada,E100000000135,Suncor Energy Inc,6
E100001014312,Royal Bank of Canada,E100001015385,Seaway Crude Pipeline Company LLC,6
E100001014386,Targa Resources Corp,E100002004313,Grand Prix Pipeline LLC,6
E100001014689,Enterprise Products Co,E100001015385,Seaway Crude Pipeline Company LLC,6
E100001015201,National Bank of Kazakhstan,E100001014209,Karachaganak Petroleum Operating BV,6
E100001015587,small shareholder(s),E100000000135,Suncor Energy Inc,6
E100001015587,small shareholder(s),E100000000869,LUKOIL PJSC,6
E100001015587,small shareholder(s),E100000001918,Indian Oil Corporation Ltd,6
E100001015587,small shareholder(s),E100001014209,Karachaganak Petroleum Operating BV,6
E100001015587,small shareholder(s),E100001015045,Santos Ltd,6
E100001015587,small shareholder(s),E100001015385,Seaway Crude Pipeline Company LLC,6
E100001015587,small shareholder(s),E100001015820,Tallgrass Pony Express Pipeline LLC,6
E100001015587,small shareholder(s),E100002004313,Grand Prix Pipeline LLC,6
E100001015644,Dodge & Cox,E100000001270,Occidental Petroleum Corp,6
E100001015822,Pony Express and Tallgrass Development LP,E100001015820,Tallgrass Pony Express Pipeline LLC,6
E100001015833,Blackrock Advisors LLC,E100001014209,Karachaganak Petroleum Operating BV,6
E100001015833,Blackrock Advisors LLC,E100001014604,Magellan Midstream Partners LP,6
E100001015833,Blackrock Advisors LLC,E100001015045,Santos Ltd,6
E100001015833,Blackrock Advisors LLC,E100001015820,Tallgrass Pony Express Pipeline LLC,6
E100001015833,Blackrock Advisors LLC,E100002004313,Grand Prix Pipeline LLC,6
E100001015834,Wellington Management Company LLP,E100002004313,Grand Prix Pipeline LLC,6
E100001016380,Citigroup Pty Ltd,E100001015045,Santos Ltd,6
E100001016677,Government of Italy,E100001014209,Karachaganak Petroleum Operating BV,6
E100002000701,Ministry of Petroleum Incorporated (Nigeria),E100000000758,NNPC Ltd,6
E100002001974,member/employee owned,E100000001270,Occidental Petroleum Corp,6
E100002001974,member/employee owned,E100002004313,Grand Prix Pipeline LLC,6
E100002022039,Citibank Overseas Investment Corp,E100001015045,Santos Ltd,6
E100000000027,OMV AG,E100000000027,OMV AG,5
E100000000387,TotalEnergies SE,E100001015923,TotalEnergies EP Norge AS,5
E100000000777,Government of Oman,E100000000781,OQ SAOC,5
E100000001079,Abu Dhabi National Oil Co,E100000000027,OMV AG,5
E100000001096,BP PLC,E100001015108,Iraq Petroleum Co Ltd,5
E100000001321,Valero Energy Corp,E100000001321,Valero Energy Corp,5
E100000001492,Gazprom PJSC,E100001011300,Gazprom Neft PJSC,5
E100000001595,National Petroleum and Natural Gas Pipeline Network Group Co Ltd,E100000001595,National Petroleum and Natural Gas Pipeline Network Group Co Ltd,5
E100000002139,Turkmennebit,E100000002139,Turkmennebit,5
E100000121185,Rosneftegaz JSC,E100001011300,Gazprom Neft PJSC,5
E100000149136,Frontera Energy,E100000149136,Frontera Energy,5
E100000152934,Genesis Energy LP,E100000152934,Genesis Energy LP,5
E100001000094,Government of Russia,E100001011300,Gazprom Neft PJSC,5
E100001000094,Government of Russia,E100001014431,Chernomortransneft JSC,5
E100001000095,Emirate of Abu Dhabi (United Arab Emirates),E100000000027,OMV AG,5
E100001000270,Federal Agency for State Property Management (Russia),E100001011300,Gazprom Neft PJSC,5
E100001000293,Government of Turkmenistan,E100000002139,Turkmennebit,5
E100001000346,Invesco Ltd,E100000152934,Genesis Energy LP,5
E100001000348,BlackRock Inc,E100000000387,TotalEnergies SE,5
E100001000348,BlackRock Inc,E100000001321,Valero Energy Corp,5
E100001000348,BlackRock Inc,E100001014604,Magellan Midstream Partners LP,5
E100001000348,BlackRock Inc,E100001015108,Iraq Petroleum Co Ltd,5
E100001000615,Guaranty Nominees Ltd,E100001015108,Iraq Petroleum Co Ltd,5
E100001010595,The Vanguard Group Inc,E100000000387,TotalEnergies SE,5
E100001010595,The Vanguard Group Inc,E100000001321,Valero Energy Corp,5
E100001010595,The Vanguard Group Inc,E100001015108,Iraq Petroleum Co Ltd,5
E100001010596,State Street Corp,E100000001321,Valero Energy Corp,5
E100001011300,Gazprom Neft PJSC,E100001011300,Gazprom Neft PJSC,5
E100001011511,Österreichische Beteiligungs AG,E100000000027,OMV AG,5
E100001014069,BP Exploration Operating Company Ltd,E100001015108,Iraq Petroleum Co Ltd,5
E100001014432,Transneft PJSC,E100001014431,Chernomortransneft JSC,5
E100001014648,ALPS Advisors Inc,E100000152934,Genesis Energy LP,5
E100001015128,Jadranski Naftovod dd,E100001015128,Jadranski Naftovod dd,5
E100001015129,Ministry of Finance (Croatia),E100001015128,Jadranski Naftovod dd,5
E100001015130,Center for Restructuring and Sale,E100001015128,Jadranski Naftovod dd,5
E100001015131,OTP Banka dd,E100001015128,Jadranski Naftovod dd,5
E100001015132,Hrvatska postanska banka dd,E100001015128,Jadranski Naftovod dd,5
E100001015383,Max Energy Industrial Holdings US LLC,E100001015381,Seahawk Pipeline LLC,5
E100001015587,small shareholder(s),E100001011300,Gazprom Neft PJSC,5
E100001015587,small shareholder(s),E100001014431,Chernomortransneft JSC,5
E100001015587,small shareholder(s),E100001015108,Iraq Petroleum Co Ltd,5
E100001015587,small shareholder(s),E100001015587,small shareholder(s),5
E100001015833,Blackrock Advisors LLC,E100000000387,TotalEnergies SE,5
E100001015833,Blackrock Advisors LLC,E100000001321,Valero Energy Corp,5
E100001015833,Blackrock Advisors LLC,E100001015108,Iraq Petroleum Co Ltd,5
E100002001974,member/employee owned,E100001015923,TotalEnergies EP Norge AS,5
E100002007636,Bp Exploration Co Ltd,E100001015108,Iraq Petroleum Co Ltd,5
E100002007653,Bp International Ltd,E100001015108,Iraq Petroleum Co Ltd,5
E100002007660,J.P. Morgan Capital Holdings Ltd,E100001015108,Iraq Petroleum Co Ltd,5
E100002007863,Government of Austria,E100000000027,OMV AG,5
E100002021868,ALPS holdings Inc,E100000152934,Genesis Energy LP,5
E100002022061,Massachusetts Mutual Life Insurance Co,E100000152934,Genesis Energy LP,5
E100002022062,Trian Fund Management LP,E100000152934,Genesis Energy LP,5
E100002022200,Global X Management Company,E100000152934,Genesis Energy LP,5
E100000000245,PetroChina Co Ltd,E100000000245,PetroChina Co Ltd,4
E100000000694,Vitol Holding II SA,E100001016009,Vostok Oil LLC,4
E100000000839,Government of Qatar,E100001016009,Vostok Oil LLC,4
E100000000845,Qatar Investment Authority,E100001016009,Vostok Oil LLC,4
E100000000874,Rosneft PJSC,E100001016009,Vostok Oil LLC,4
E100000000980,Repsol SA,E100000000980,Repsol SA,4
E100000001096,BP PLC,E100001016009,Vostok Oil LLC,4
E100000001107,European Bank for Reconstruction and Development,E100001016009,Vostok Oil LLC,4
E100000001177,CenterPoint Energy Inc,E100001015770,Permian Express Partners LLC,4
E100000001213,Exxon Mobil Corp,E100001015770,Permian Express Partners LLC,4
E100000001246,Koch Industries LLC,E100000001246,Koch Industries LLC,4
E100000001282,Phillips 66,E100000001282,Phillips 66,4
E100000002166,Perenco SA,E100000002166,Perenco SA,4
E100000121185,Rosneftegaz JSC,E100001016009,Vostok Oil LLC,4
E100000123261,natural person(s),E100000001246,Koch Industries LLC,4
E100000123261,natural person(s),E100000002166,Perenco SA,4
E100000123261,natural person(s),E100001014345,Compañía General de Combustibles SA,4
E100000123261,natural person(s),E100001014623,Eagle Ford Pipeline LLC,4
E100000123261,natural person(s),E100001015770,Permian Express Partners LLC,4
E100000132388,unknown,E100000000245,PetroChina Co Ltd,4
E100000136108,State Street Bank and Trust Co,E100001016009,Vostok Oil LLC,4
E100000152286,Norsk Hydro ASA,E100001015571,Hydro Energi AS,4
E100000180733,China National Petroleum Corp,E100000000245,PetroChina Co Ltd,4
E100000192363,Sinopec,E100000000245,PetroChina Co Ltd,4
E100000192367,Sinopec Corp,E100000000245,PetroChina Co Ltd,4
E100000192528,CITIC Securities,E100000000245,PetroChina Co Ltd,4
E100001000094,Government of Russia,E100001016009,Vostok Oil LLC,4
E100001000270,Federal Agency for State Property Management (Russia),E100001016009,Vostok Oil LLC,4
E100001000328,HKSCC Nominees Ltd,E100000000245,PetroChina Co Ltd,4
E100001000330,Qatar Holding LLC,E100001016009,Vostok Oil LLC,4
E100001000348,BlackRock Inc,E100000000980,Repsol SA,4
E100001000348,BlackRock Inc,E100000001282,Phillips 66,4
E100001000348,BlackRock Inc,E100000152934,Genesis Energy LP,4
E100001000348,BlackRock Inc,E100001000348,BlackRock Inc,4
E100001000348,BlackRock Inc,E100001015770,Permian Express Partners LLC,4
E100001000348,BlackRock Inc,E100001016009,Vostok Oil LLC,4
E100001000348,BlackRock Inc,E100001016027,West Texas LPG Pipeline LP,4
E100001000348,BlackRock Inc,E100002004277,EnLink NGL Pipeline LP,4
E100001000370,Government of Pakistan,E100001000370,Government of Pakistan,4
E100001000615,Guaranty Nominees Ltd,E100001016009,Vostok Oil LLC,4
E100001000901,The Capital Group Companies Inc,E100001015770,Permian Express Partners LLC,4
E100001010595,The Vanguard Group Inc,E100000001282,Phillips 66,4
E100001010595,The Vanguard Group Inc,E100000152934,Genesis Energy LP,4
E100001010595,The Vanguard Group Inc,E100001000348,BlackRock Inc,4
E100001010595,The Vanguard Group Inc,E100001015770,Permian Express Partners LLC,4
E100001010595,The Vanguard Group Inc,E100001016009,Vostok Oil LLC,4
E100001010595,The Vanguard Group Inc,E100001016027,West Texas LPG Pipeline LP,4
E100001010595,The Vanguard Group Inc,E100002004277,EnLink NGL Pipeline LP,4
E100001010596,State Street Corp,E100000001282,Phillips 66,4
E100001010596,State Street Corp,E100001015770,Permian Express Partners LLC,4
E100001010596,State Street Corp,E100001016009,Vostok Oil LLC,4
E100001010596,State Street Corp,E100001016027,West Texas LPG Pipeline LP,4
E100001010596,State Street Corp,E100002004277,EnLink NGL Pipeline LP,4
E100001010706,Capital International Investors,E100001015770,Permian Express Partners LLC,4
E100001010707,Capital Research and Management Co,E100001015770,Permian Express Partners LLC,4
E100001011945,National Iranian Oil Refining And Distribution Co,E100001011945,National Iranian Oil Refining And Distribution Co,4
E100001011945,National Iranian Oil Refining And Distribution Co,E100001015434,National Iranian Oil Engineering and Construction Co,4
E100001014282,Enterprise Products Partners LP,E100001014623,Eagle Ford Pipeline LLC,4
E100001014294,Energy Transfer LP,E100001015770,Permian Express Partners LLC,4
E100001014325,Plains All American Pipeline LP,E100001014623,Eagle Ford Pipeline LLC,4
E100001014434,T. Rowe Price Investment Management Inc,E100001015770,Permian Express Partners LLC,4
E100001014543,Capital Research Global Investors,E100001015770,Permian Express Partners LLC,4
E100001014648,ALPS Advisors Inc,E100001014623,Eagle Ford Pipeline LLC,4
E100001014681,Energy Income Partners LLC,E100001014623,Eagle Ford Pipeline LLC,4
E100001014689,Enterprise Products Co,E100001014623,Eagle Ford Pipeline LLC,4
E100001014866,Government of China,E100001014866,Government of China,4
E100001015106,Ministry of Petroleum (Iran),E100001011945,National Iranian Oil Refining And Distribution Co,4
E100001015106,Ministry of Petroleum (Iran),E100001015434,National Iranian Oil Engineering and Construction Co,4
E100001015278,ONEOK Inc,E100001016027,West Texas LPG Pipeline LP,4
E100001015278,ONEOK Inc,E100002004277,EnLink NGL Pipeline LP,4
E100001015587,small shareholder(s),E100001000348,BlackRock Inc,4
E100001015587,small shareholder(s),E100001014345,Compañía General de Combustibles SA,4
E100001015587,small shareholder(s),E100001014623,Eagle Ford Pipeline LLC,4
E100001015587,small shareholder(s),E100001015770,Permian Express Partners LLC,4
E100001015587,small shareholder(s),E100001016009,Vostok Oil LLC,4
E100001015587,small shareholder(s),E100001016027,West Texas LPG Pipeline LP,4
E100001015587,small shareholder(s),E100002004277,EnLink NGL Pipeline LP,4
E100001015833,Blackrock Advisors LLC,E100000000980,Repsol SA,4
E100001015833,Blackrock Advisors LLC,E100000001282,Phillips 66,4
E100001015833,Blackrock Advisors LLC,E100000152934,Genesis Energy LP,4
E100001015833,Blackrock Advisors LLC,E100001000348,BlackRock Inc,4
E100001015833,Blackrock Advisors LLC,E100001015770,Permian Express Partners LLC,4
E100001015833,Blackrock Advisors LLC,E100001016009,Vostok Oil LLC,4
E100001015833,Blackrock Advisors LLC,E100001016027,West Texas LPG Pipeline LP,4
E100001015833,Blackrock Advisors LLC,E100002004277,EnLink NGL Pipeline LP,4
E100001015850,Plains GP Holdings LP,E100001014623,Eagle Ford Pipeline LLC,4
E100001015852,Tortoise Capital Advisors LLC,E100001014623,Eagle Ford Pipeline LLC,4
E100001015988,BP Russian Investments Ltd,E100001016009,Vostok Oil LLC,4
E100001015989,QH Oil Investments LLC,E100001016009,Vostok Oil LLC,4
E100001015991,National Settlement Depository JSC,E100001016009,Vostok Oil LLC,4
E100001015992,RN-NeftKapitalInvest LLC,E100001016009,Vostok Oil LLC,4
E100001016010,Nord Axis Ltd,E100001016009,Vostok Oil LLC,4
E100001016645,T. Rowe Price Group Inc,E100001015770,Permian Express Partners LLC,4
